run_id,status,result,dataset,model,embedding,n_Gain,n_Start,run,last_cycle
RASK_prost_t5_linear_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,RASK,linear,prost_t5,10,200,5,1
YAP1_prost_t5_svr_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,YAP1,svr,prost_t5,50,1000,1,6
RASK_prost_t5_elastic_net_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,RASK,elastic_net,prost_t5,50,1000,10,2
YAP1_esmc_600m_linear_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,YAP1,linear,esmc_600m,10,100,10,21
YAP1_prost_t5_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,YAP1,rf,prost_t5,10,200,4,40
PHOT_esmc_600m_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,elastic_net,esmc_600m,100,1000,2,10
RASK_prost_t5_rf_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,rf,prost_t5,50,3000,3,1
PHOT_esmc_600m_elastic_net_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,PHOT,elastic_net,esmc_600m,10,500,4,11
PHOT_prost_t5_fnn_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,running,open,PHOT,fnn,prost_t5,100,1000,3,11
GFP_esmc_600m_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,svr,esmc_600m,100,3000,4,1
YAP1_esmc_600m_linear_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,YAP1,linear,esmc_600m,20,100,2,19
YAP1_esmc_600m_svr_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,YAP1,svr,esmc_600m,10,200,9,40
PHOT_prost_t5_fnn_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,running,open,PHOT,fnn,prost_t5,100,100,9,40
YAP1_prost_t5_svr_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,YAP1,svr,prost_t5,100,200,9,7
GFP_esmc_600m_fnn_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,GFP,fnn,esmc_600m,10,200,2,18
RASK_esmc_600m_elastic_net_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,RASK,elastic_net,esmc_600m,100,3000,1,2
YAP1_prost_t5_rf_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,running,open,YAP1,rf,prost_t5,20,3000,8,2
GFP_prost_t5_fnn_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,running,open,GFP,fnn,prost_t5,50,3000,9,2
RASK_esmc_600m_rf_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,rf,esmc_600m,20,100,8,9
RASK_esmc_600m_linear_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,RASK,linear,esmc_600m,50,100,10,13
RASK_esmc_600m_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,svr,esmc_600m,50,3000,6,5
GFP_prost_t5_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,GFP,svr,prost_t5,20,3000,5,3
GFP_esmc_600m_linear_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,linear,esmc_600m,50,1000,7,14
GFP_esmc_600m_linear_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,linear,esmc_600m,50,500,1,4
YAP1_esmc_600m_lightgbm_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,YAP1,lightgbm,esmc_600m,10,3000,3,13
YAP1_esmc_600m_lightgbm_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,YAP1,lightgbm,esmc_600m,100,3000,4,15
YAP1_esmc_600m_linear_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,YAP1,linear,esmc_600m,10,200,1,23
PHOT_prost_t5_elastic_net_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,elastic_net,prost_t5,20,500,8,10
PHOT_prost_t5_elastic_net_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,elastic_net,prost_t5,50,200,9,15
PHOT_esmc_600m_svr_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,running,open,PHOT,svr,esmc_600m,100,200,2,9
PHOT_esmc_600m_elastic_net_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,elastic_net,esmc_600m,50,100,6,17
YAP1_prost_t5_lightgbm_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,YAP1,lightgbm,prost_t5,100,1000,1,3
GFP_prost_t5_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,lightgbm,prost_t5,100,200,9,4
RASK_esmc_600m_linear_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,RASK,linear,esmc_600m,10,200,8,26
GFP_esmc_600m_linear_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,linear,esmc_600m,10,100,3,4
GFP_prost_t5_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,svr,prost_t5,10,3000,3,17
RASK_prost_t5_fnn_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,running,open,RASK,fnn,prost_t5,20,500,10,17
PHOT_prost_t5_linear_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,linear,prost_t5,50,1000,9,11
PHOT_prost_t5_fnn_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,running,open,PHOT,fnn,prost_t5,10,200,8,11
YAP1_esmc_600m_lightgbm_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,YAP1,lightgbm,esmc_600m,20,3000,5,21
YAP1_esmc_600m_rf_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,running,open,YAP1,rf,esmc_600m,100,200,9,21
GFP_esmc_600m_rf_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,rf,esmc_600m,100,500,1,2
GFP_esmc_600m_fnn_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,fnn,esmc_600m,20,100,1,31
GFP_esmc_600m_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,lightgbm,esmc_600m,100,200,1,1
GFP_prost_t5_fnn_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,running,open,GFP,fnn,prost_t5,20,3000,7,1
YAP1_prost_t5_rf_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,running,open,YAP1,rf,prost_t5,50,3000,6,1
PHOT_prost_t5_linear_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,linear,prost_t5,10,1000,1,25
GFP_esmc_600m_linear_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,linear,esmc_600m,20,1000,9,10
RASK_esmc_600m_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,svr,esmc_600m,20,3000,8,3
RASK_esmc_600m_lightgbm_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,lightgbm,esmc_600m,10,200,6,6
GFP_prost_t5_svr_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,svr,prost_t5,10,1000,10,3
RASK_esmc_600m_fnn_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,RASK,fnn,esmc_600m,10,200,4,21
RASK_prost_t5_fnn_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,running,open,RASK,fnn,prost_t5,100,3000,10,21
YAP1_prost_t5_lightgbm_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,lightgbm,prost_t5,50,3000,4,5
RASK_prost_t5_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,RASK,svr,prost_t5,20,3000,3,11
RASK_prost_t5_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,lightgbm,prost_t5,50,200,9,5
PHOT_esmc_600m_lightgbm_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,lightgbm,esmc_600m,10,500,7,12
RASK_prost_t5_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,lightgbm,prost_t5,20,500,8,4
YAP1_prost_t5_rf_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,YAP1,rf,prost_t5,100,200,8,11
YAP1_esmc_600m_fnn_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,YAP1,fnn,esmc_600m,100,100,2,10
GFP_esmc_600m_fnn_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,GFP,fnn,esmc_600m,10,3000,4,11
RASK_prost_t5_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,svr,prost_t5,100,3000,2,1
RASK_esmc_600m_linear_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,RASK,linear,esmc_600m,100,1000,4,3
RASK_esmc_600m_fnn_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,RASK,fnn,esmc_600m,20,100,7,25
PHOT_prost_t5_linear_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,PHOT,linear,prost_t5,20,1000,7,21
GFP_prost_t5_fnn_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,running,open,GFP,fnn,prost_t5,10,3000,1,21
RASK_esmc_600m_lightgbm_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,RASK,lightgbm,esmc_600m,20,100,5,4
RASK_esmc_600m_rf_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,rf,esmc_600m,100,500,7,2
YAP1_esmc_600m_elastic_net_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,elastic_net,esmc_600m,100,100,5,9
RASK_prost_t5_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,RASK,svr,prost_t5,10,3000,5,11
PHOT_esmc_600m_rf_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,rf,esmc_600m,100,3000,8,13
PHOT_esmc_600m_lightgbm_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,PHOT,lightgbm,esmc_600m,100,1000,5,8
PHOT_prost_t5_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,elastic_net,prost_t5,50,3000,2,20
RASK_esmc_600m_linear_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,linear,esmc_600m,100,500,8,2
GFP_esmc_600m_fnn_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,fnn,esmc_600m,20,3000,2,8
GFP_esmc_600m_lightgbm_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,lightgbm,esmc_600m,50,100,2,8
PHOT_prost_t5_rf_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,PHOT,rf,prost_t5,50,500,10,10
RASK_prost_t5_linear_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,linear,prost_t5,100,500,3,5
RASK_prost_t5_svr_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,RASK,svr,prost_t5,10,500,9,16
PHOT_esmc_600m_lightgbm_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,lightgbm,esmc_600m,50,100,5,16
GFP_prost_t5_linear_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,GFP,linear,prost_t5,10,200,6,14
RASK_prost_t5_elastic_net_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,RASK,elastic_net,prost_t5,100,100,4,3
RASK_prost_t5_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,svr,prost_t5,20,3000,9,11
RASK_esmc_600m_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,svr,esmc_600m,20,3000,2,3
GFP_prost_t5_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,svr,prost_t5,50,3000,1,3
GFP_esmc_600m_linear_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,linear,esmc_600m,20,1000,3,5
GFP_esmc_600m_elastic_net_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,elastic_net,esmc_600m,100,100,10,8
YAP1_esmc_600m_fnn_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,YAP1,fnn,esmc_600m,100,100,8,20
RASK_prost_t5_svr_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,RASK,svr,prost_t5,50,100,1,15
RASK_prost_t5_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,lightgbm,prost_t5,50,200,3,1
PHOT_esmc_600m_fnn_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,fnn,esmc_600m,100,100,5,15
RASK_prost_t5_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,RASK,lightgbm,prost_t5,20,500,2,13
RASK_prost_t5_rf_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,rf,prost_t5,20,3000,7,1
PHOT_prost_t5_svr_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,svr,prost_t5,20,100,6,11
YAP1_esmc_600m_lightgbm_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,YAP1,lightgbm,esmc_600m,50,3000,1,3
GFP_prost_t5_elastic_net_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,GFP,elastic_net,prost_t5,100,100,5,1
GFP_esmc_600m_linear_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,GFP,linear,esmc_600m,10,1000,5,12
RASK_esmc_600m_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,RASK,svr,esmc_600m,10,3000,4,9
RASK_prost_t5_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,svr,prost_t5,100,3000,8,5
YAP1_esmc_600m_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,elastic_net,esmc_600m,100,1000,10,7
GFP_prost_t5_linear_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,GFP,linear,prost_t5,20,100,5,14
PHOT_prost_t5_svr_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,svr,prost_t5,10,200,5,26
GFP_esmc_600m_lightgbm_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,lightgbm,esmc_600m,50,100,8,6
GFP_esmc_600m_fnn_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,GFP,fnn,esmc_600m,20,3000,8,10
RASK_prost_t5_linear_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,linear,prost_t5,100,500,9,11
RASK_prost_t5_svr_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,RASK,svr,prost_t5,10,500,3,10
PHOT_prost_t5_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,elastic_net,prost_t5,50,3000,8,20
RASK_prost_t5_rf_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,RASK,rf,prost_t5,10,3000,1,1
YAP1_prost_t5_linear_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,linear,prost_t5,10,100,10,12
RASK_esmc_600m_linear_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,linear,esmc_600m,100,500,2,2
YAP1_esmc_600m_svr_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,YAP1,svr,esmc_600m,10,200,3,19
YAP1_prost_t5_fnn_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,running,open,YAP1,fnn,prost_t5,100,500,5,19
YAP1_prost_t5_fnn_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,running,open,YAP1,fnn,prost_t5,100,1000,4,19
PHOT_prost_t5_fnn_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run3,running,open,PHOT,fnn,prost_t5,100,100,3,19
PHOT_prost_t5_linear_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,PHOT,linear,prost_t5,10,500,4,35
RASK_prost_t5_linear_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,linear,prost_t5,100,3000,7,11
YAP1_prost_t5_svr_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,YAP1,svr,prost_t5,100,200,3,7
GFP_prost_t5_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,running,open,GFP,fnn,prost_t5,20,200,6,7
RASK_prost_t5_rf_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,rf,prost_t5,50,3000,9,1
GFP_prost_t5_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,running,open,GFP,fnn,prost_t5,50,500,7,1
PHOT_prost_t5_fnn_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,running,open,PHOT,fnn,prost_t5,100,1000,9,1
YAP1_esmc_600m_linear_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,YAP1,linear,esmc_600m,20,3000,10,13
YAP1_esmc_600m_linear_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,YAP1,linear,esmc_600m,20,100,8,19
PHOT_prost_t5_fnn_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,running,open,PHOT,fnn,prost_t5,20,100,1,19
RASK_esmc_600m_linear_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,RASK,linear,esmc_600m,20,100,1,18
RASK_prost_t5_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,svr,prost_t5,50,3000,7,6
RASK_prost_t5_fnn_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,running,open,RASK,fnn,prost_t5,50,100,6,6
YAP1_esmc_600m_lightgbm_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,YAP1,lightgbm,esmc_600m,10,3000,9,14
GFP_esmc_600m_elastic_net_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,elastic_net,esmc_600m,100,500,4,2
YAP1_prost_t5_rf_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,running,open,YAP1,rf,prost_t5,20,3000,2,2
GFP_esmc_600m_fnn_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,GFP,fnn,esmc_600m,10,200,8,32
PHOT_prost_t5_linear_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,linear,prost_t5,10,3000,10,40
RASK_esmc_600m_rf_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,rf,esmc_600m,20,100,2,4
PHOT_prost_t5_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,PHOT,elastic_net,prost_t5,100,1000,4,18
GFP_prost_t5_fnn_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,running,open,GFP,fnn,prost_t5,50,3000,3,18
GFP_prost_t5_elastic_net_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,elastic_net,prost_t5,100,3000,10,2
PHOT_esmc_600m_rf_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,PHOT,rf,esmc_600m,50,100,5,13
YAP1_prost_t5_elastic_net_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,YAP1,elastic_net,prost_t5,10,200,4,23
PHOT_prost_t5_elastic_net_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,elastic_net,prost_t5,20,500,2,13
GFP_esmc_600m_fnn_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,fnn,esmc_600m,50,3000,6,11
PHOT_prost_t5_elastic_net_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,PHOT,elastic_net,prost_t5,50,200,3,14
PHOT_esmc_600m_svr_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,running,open,PHOT,svr,esmc_600m,100,200,8,1
GFP_prost_t5_fnn_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,running,open,GFP,fnn,prost_t5,10,100,5,1
RASK_prost_t5_lightgbm_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,RASK,lightgbm,prost_t5,100,500,5,2
PHOT_prost_t5_linear_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,linear,prost_t5,50,100,6,19
PHOT_prost_t5_elastic_net_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,elastic_net,prost_t5,20,3000,6,11
PHOT_esmc_600m_lightgbm_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,PHOT,lightgbm,esmc_600m,100,100,4,29
YAP1_esmc_600m_svr_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,running,open,YAP1,svr,esmc_600m,100,200,5,8
PHOT_esmc_600m_svr_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,svr,esmc_600m,50,200,7,2
YAP1_prost_t5_lightgbm_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,YAP1,lightgbm,prost_t5,10,3000,6,28
YAP1_prost_t5_elastic_net_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,YAP1,elastic_net,prost_t5,20,100,7,11
PHOT_esmc_600m_rf_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,rf,esmc_600m,10,500,7,29
RASK_esmc_600m_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,RASK,rf,esmc_600m,10,200,1,26
RASK_prost_t5_fnn_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,running,open,RASK,fnn,prost_t5,10,500,4,26
GFP_esmc_600m_linear_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,GFP,linear,esmc_600m,10,100,9,12
GFP_prost_t5_svr_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,svr,prost_t5,10,3000,9,9
GFP_prost_t5_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,lightgbm,prost_t5,100,200,3,4
RASK_esmc_600m_linear_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,RASK,linear,esmc_600m,10,200,2,18
PHOT_prost_t5_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,PHOT,lightgbm,prost_t5,100,200,4,6
PHOT_prost_t5_fnn_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,running,open,PHOT,fnn,prost_t5,10,200,2,6
YAP1_prost_t5_rf_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run4,running,open,YAP1,rf,prost_t5,10,3000,4,6
GFP_prost_t5_linear_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,GFP,linear,prost_t5,20,1000,10,10
YAP1_esmc_600m_lightgbm_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,YAP1,lightgbm,esmc_600m,10,1000,6,17
RASK_prost_t5_svr_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,RASK,svr,prost_t5,50,1000,8,11
YAP1_esmc_600m_linear_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,YAP1,linear,esmc_600m,10,500,10,17
RASK_esmc_600m_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,RASK,elastic_net,esmc_600m,100,1000,4,3
YAP1_esmc_600m_lightgbm_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,YAP1,lightgbm,esmc_600m,20,200,10,36
GFP_esmc_600m_linear_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,linear,esmc_600m,50,3000,2,5
RASK_esmc_600m_svr_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,svr,esmc_600m,50,1000,3,1
RASK_prost_t5_lightgbm_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,lightgbm,prost_t5,20,100,9,7
PHOT_esmc_600m_lightgbm_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,lightgbm,esmc_600m,10,100,6,26
YAP1_esmc_600m_linear_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,linear,esmc_600m,100,1000,10,3
GFP_esmc_600m_lightgbm_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,GFP,lightgbm,esmc_600m,10,100,1,19
RASK_prost_t5_linear_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,linear,prost_t5,100,1000,8,6
RASK_esmc_600m_lightgbm_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,RASK,lightgbm,esmc_600m,50,500,10,3
RASK_prost_t5_rf_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,rf,prost_t5,50,1000,6,1
